title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
NEON Woody Plant Survey data: ACCE DTP analytical subset,"This data product, sourced from the NEON data portal for the purposes of the ACEE DTP tutorial, contains processed individual data from measurements of woody individuals and shrub",17/04/2024,"National Ecological Observatory Network. 2020. Data Products: DP1.10098.001. Provisional data downloaded from http://data.neonscience.org on 2020-01-15. Battelle, Boulder, CO, USA","carbon cycle, net primary productivity",NA,NA,NEON Domain areas D01:D09,47.16582,-66.82463,17.95570,-99.11107,NA,2015-05-18,2018-11-16
